submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s263351833,p02449,u746333947,1551285759,C#,C#,cs,Accepted,170,20360,4574,40/40
s390142656,p02449,u746333947,1551285882,C#,C#,cs,Accepted,130,22432,4572,40/40
s586900741,p02449,u682603602,1529404676,C#,C#,cs,Accepted,1570,12448,1957,40/40
s140865870,p02449,u363036235,1544458993,C#,C#,cs,Accepted,1480,53144,2576,40/40
s101237152,p02449,u368094905,1555922628,Java,JAVA,java,Accepted,520,175544,1187,40/40
s789515061,p02449,u368094905,1555984276,Java,JAVA,java,Runtime Error,0,0,1183,0/40
s890944673,p02449,u368094905,1555984289,Java,JAVA,java,Accepted,570,175788,1187,40/40
s328808994,p02449,u368094905,1555984362,Java,JAVA,java,Runtime Error,0,0,1181,0/40
s580226379,p02449,u368094905,1555984372,Java,JAVA,java,Compile Error,0,0,1187,0/40
s219517973,p02449,u368094905,1555984384,Java,JAVA,java,Compile Error,0,0,1187,0/40
s939944217,p02449,u368094905,1555984401,Java,JAVA,java,Accepted,510,175596,1187,40/40
s183064423,p02449,u368094905,1555984410,Java,JAVA,java,Runtime Error,0,0,1181,0/40
s543388729,p02449,u368094905,1555984422,Java,JAVA,java,Runtime Error,0,0,1183,0/40
s555550916,p02449,u368094905,1555984429,Java,JAVA,java,Accepted,510,175732,1187,40/40
s150660271,p02449,u638296675,1556097594,Java,JAVA,java,Accepted,550,130600,1446,40/40
s342898251,p02449,u592118612,1527842777,Java,JAVA,java,Accepted,70,26340,1786,40/40
s209119905,p02449,u592118612,1527845568,Java,JAVA,java,Wrong Answer,50,25988,693,0/40
s131330760,p02449,u721749071,1597395793,Java,JAVA,java,Accepted,940,216700,2291,40/40
s992034443,p02449,u788025930,1590557035,Java,JAVA,java,Accepted,170,50112,1360,40/40
s637751720,p02449,u299683143,1589852982,Java,JAVA,java,Accepted,640,197528,3834,40/40
s367760044,p02449,u077404920,1586920277,Java,JAVA,java,Accepted,90,26420,2273,40/40
s707932100,p02449,u735189958,1584792958,Java,JAVA,java,Accepted,310,87692,2131,40/40
s381800673,p02449,u175691135,1583234255,Java,JAVA,java,Accepted,80,26368,1881,40/40
s562189319,p02449,u950221358,1554969556,Java,JAVA,java,Accepted,530,176036,1583,40/40
s226208352,p02449,u507781558,1553784158,Java,JAVA,java,Accepted,390,92972,4779,40/40
s036793146,p02449,u072053884,1574260026,C,C,c,Accepted,0,2144,2300,40/40
s607914149,p02449,u409832240,1563620078,C,C,c,Accepted,0,2112,700,40/40
s768917909,p02449,u438263800,1530787271,C++,C++,cpp,Compile Error,0,0,941,0/40
s669206975,p02449,u438263800,1530787282,C++,C++11,cpp,Accepted,0,3160,941,40/40
s172553155,p02449,u505651850,1531185486,C++,C++14,cpp,Accepted,0,3160,760,40/40
s746700734,p02449,u489432693,1531303843,C++,C++,cpp,Wrong Answer,0,3132,631,3/40
s687815597,p02449,u489432693,1531304296,C++,C++,cpp,Accepted,0,3132,629,40/40
s964214347,p02449,u604920879,1531627437,C++,C++,cpp,Accepted,0,3168,566,40/40
s863475400,p02449,u813675766,1534762406,C++,C++14,cpp,Wrong Answer,0,3084,495,3/40
s807803000,p02449,u813675766,1534762521,C++,C++14,cpp,Accepted,0,3108,491,40/40
s618698173,p02449,u642752018,1535453810,C++,C++,cpp,WA: Presentation Error,0,3020,687,0/40
s602768065,p02449,u642752018,1535453980,C++,C++,cpp,Wrong Answer,0,3076,633,2/40
s477082340,p02449,u642752018,1535455170,C++,C++,cpp,Accepted,0,3168,821,40/40
s609165473,p02449,u636645824,1545376120,C++,C++,cpp,Wrong Answer,0,3212,408,2/40
