submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s797252589,p02114,u514597327,1564558609,Scala,Scala,scala,Accepted,350,57928,912,34/34
s051574503,p02114,u353944776,1505804354,Java,JAVA,java,Accepted,60,26244,4684,34/34
s214031545,p02114,u807237426,1505789972,C,C,c,Accepted,0,1936,558,34/34
s926378923,p02114,u448934746,1505794244,C,C,c,Wrong Answer,0,1804,1111,4/34
s572997186,p02114,u448934746,1505799940,C,C,c,Accepted,0,1836,854,34/34
s002090313,p02114,u847467233,1517665531,C,C,c,Accepted,0,2076,1094,34/34
s326025094,p02114,u114486177,1505789582,C++,C++14,cpp,Wrong Answer,0,3348,2511,4/34
s608587598,p02114,u114486177,1505789614,C++,C++14,cpp,Accepted,0,3368,2644,34/34
s385437775,p02114,u409125597,1505789617,C++,C++14,cpp,Wrong Answer,0,3156,5918,4/34
s449417774,p02114,u409125597,1505789826,C++,C++14,cpp,Wrong Answer,0,3188,6004,4/34
s995956752,p02114,u409125597,1505790132,C++,C++14,cpp,Wrong Answer,0,3116,6087,4/34
s415702342,p02114,u409125597,1505790361,C++,C++14,cpp,Accepted,0,3204,6048,34/34
s466147484,p02114,u893678098,1505791106,C++,C++11,cpp,Memory Limit Exceeded,290,1051704,1323,0/34
s515014142,p02114,u893678098,1505791212,C++,C++11,cpp,Accepted,70,68708,1348,34/34
s373335526,p02114,u815718214,1505791674,C++,C++14,cpp,Wrong Answer,0,3176,1230,4/34
s523075788,p02114,u815718214,1505791899,C++,C++14,cpp,Wrong Answer,0,3204,1285,4/34
s500437266,p02114,u316430486,1505792383,C++,C++14,cpp,Accepted,0,3196,1460,34/34
s803971878,p02114,u815718214,1505795144,C++,C++,cpp,Wrong Answer,0,3156,1802,4/34
s462707358,p02114,u781433064,1505797452,C++,C++11,cpp,Compile Error,20,0,1447,0/34
s578018281,p02114,u781433064,1505797466,C++,C++14,cpp,Compile Error,0,0,1447,0/34
s446640812,p02114,u781433064,1505797490,C++,C++11,cpp,Compile Error,20,0,1466,0/34
s351138088,p02114,u781433064,1505797517,C++,C++11,cpp,Wrong Answer,20,68704,1491,3/34
s858834174,p02114,u781433064,1505797583,C++,C++11,cpp,Wrong Answer,10,68520,1527,0/34
s455143351,p02114,u053460538,1505797687,C++,C++,cpp,Accepted,40,3196,1841,34/34
s651068394,p02114,u781433064,1505798275,C++,C++11,cpp,Compile Error,60,0,2467,0/34
s892243380,p02114,u781433064,1505798288,C++,C++11,cpp,Wrong Answer,20,68712,2465,4/34
s198825987,p02114,u781433064,1505798379,C++,C++11,cpp,Wrong Answer,10,68692,2449,0/34
s731864165,p02114,u781433064,1505798624,C++,C++11,cpp,Accepted,20,68876,2449,34/34
s375700667,p02114,u709185111,1505798987,C++,C++,cpp,Accepted,0,3196,765,34/34
