submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s071663075,p02104,u507118101,1490253924,Java,JAVA,java,Time Limit Exceeded,10490,696248,2112,5/36
s989185642,p02104,u847467233,1507122084,C,C,c,Wrong Answer,0,2548,544,5/36
s745668215,p02104,u847467233,1507122586,C,C,c,Wrong Answer,0,2632,550,5/36
s162068342,p02104,u847467233,1517998708,C,C,c,Accepted,10,7620,849,36/36
s177819100,p02104,u847467233,1517999438,C,C,c,Accepted,10,7208,892,36/36
s142030992,p02104,u847467233,1518000816,C,C,c,Accepted,10,4476,863,36/36
s060569854,p02104,u847467233,1518001382,C,C,c,Accepted,0,4596,799,36/36
s756340147,p02104,u186082958,1540907871,C++,C++14,cpp,Wrong Answer,0,3164,1377,2/36
s407475273,p02104,u186082958,1540908016,C++,C++14,cpp,Accepted,120,14404,1392,36/36
s768740376,p02104,u095377734,1490239154,C++,C++11,cpp,Wrong Answer,0,3484,1380,2/36
s870481272,p02104,u095377734,1490239713,C++,C++11,cpp,Wrong Answer,0,3488,1773,4/36
s684362962,p02104,u135065901,1490240211,C++,C++14,cpp,Wrong Answer,0,3060,2168,2/36
s171969435,p02104,u135065901,1490241326,C++,C++14,cpp,Wrong Answer,0,3056,2355,2/36
s734592335,p02104,u135065901,1490241791,C++,C++14,cpp,Time Limit Exceeded,5760,4316,2398,5/36
s406540888,p02104,u851042644,1490242900,C++,C++11,cpp,Time Limit Exceeded,20000,39672,1200,7/36
s387458643,p02104,u607414627,1490242995,C++,C++14,cpp,Accepted,100,10772,1630,36/36
s926593215,p02104,u851042644,1490243958,C++,C++11,cpp,Accepted,230,50036,1526,36/36
s906210234,p02104,u550233889,1490250642,C++,C++14,cpp,Time Limit Exceeded,20000,39744,868,7/36
s336381108,p02104,u092382701,1490251735,C++,C++14,cpp,Wrong Answer,0,3056,1366,2/36
s908638415,p02104,u409125597,1490252433,C++,C++14,cpp,Wrong Answer,0,3056,5727,1/36
s169088096,p02104,u409125597,1490252939,C++,C++14,cpp,Wrong Answer,0,3048,6039,1/36
s454348135,p02104,u409125597,1490253578,C++,C++14,cpp,Accepted,60,9864,5948,36/36
s192324067,p02104,u822298456,1490253898,C++,C++14,cpp,Wrong Answer,20,13948,508,14/36
s522762356,p02104,u550233889,1490253966,C++,C++14,cpp,Time Limit Exceeded,20000,39660,1078,7/36
s377000222,p02104,u822298456,1490254113,C++,C++14,cpp,Wrong Answer,20,13948,516,14/36
s939038062,p02104,u550233889,1490254203,C++,C++14,cpp,Time Limit Exceeded,20000,39828,996,7/36
s790580739,p02104,u822298456,1490254350,C++,C++14,cpp,Accepted,30,14016,558,36/36
s922279578,p02104,u849555829,1490255010,C++,C++14,cpp,Accepted,100,7576,823,36/36
s111399120,p02104,u664278326,1490371939,C++,C++14,cpp,Wrong Answer,110,7548,926,14/36
s688584894,p02104,u664278326,1490372240,C++,C++14,cpp,Wrong Answer,110,9820,926,14/36
s883947453,p02104,u664278326,1490372407,C++,C++14,cpp,Wrong Answer,110,7392,942,14/36
s603113800,p02104,u664278326,1490372804,C++,C++14,cpp,Accepted,110,7848,963,36/36
s603129497,p02104,u043085590,1490537964,C++,C++14,cpp,Accepted,100,7876,1216,36/36
s159672468,p02104,u117454239,1490702483,C++,C++,cpp,Accepted,20,8348,1001,36/36
s308658902,p02104,u796627333,1506507296,C++,C++11,cpp,Accepted,60,15084,1298,36/36
s329282103,p02104,u796627333,1506507408,C++,C++14,cpp,Accepted,60,70956,954,36/36
s279566861,p02104,u923320778,1506663277,C++,C++,cpp,Accepted,150,70972,560,36/36
s899570659,p02104,u796627333,1506702712,C++,C++14,cpp,Accepted,60,70552,683,36/36
s388748301,p02104,u117454239,1507861765,C++,C++,cpp,Accepted,20,8256,1001,36/36
s658974587,p02104,u084540620,1514557666,C++,C++,cpp,Time Limit Exceeded,4980,226268,483,5/36
s832403148,p02104,u084540620,1514558910,C++,C++,cpp,Runtime Error,50,70456,495,5/36
s406442156,p02104,u084540620,1514558933,C++,C++,cpp,Accepted,130,70948,507,36/36
s895107609,p02104,u697145890,1514643038,C++,C++,cpp,Accepted,60,71420,1345,36/36
s623197447,p02104,u013142622,1530413261,C++,C++14,cpp,Accepted,160,70956,543,36/36
s566934402,p02104,u137027976,1568952243,C++,C++,cpp,Accepted,30,9760,3639,36/36
s614974333,p02104,u514597327,1561306026,C++,C++11,cpp,Accepted,70,73820,2164,36/36
s225613215,p02104,u215662268,1560339260,C++,C++14,cpp,Accepted,100,7540,1151,36/36
s263896678,p02104,u288689445,1506016067,C++,C++,cpp,Accepted,150,78436,422,36/36
