submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s109695319,p00232,u049242937,1552553853,Rust,Rust,rs,Accepted,210,7060,1581,1/1
s507074068,p00232,u540218629,1450707079,JavaScript,JavaScript,js,Runtime Error,0,0,1155,0/1
s419148731,p00232,u540218629,1450707201,JavaScript,JavaScript,js,Runtime Error,0,0,1155,0/1
s341982703,p00232,u540218629,1450707447,JavaScript,JavaScript,js,Runtime Error,0,0,1224,0/1
s877495551,p00232,u540218629,1450707841,JavaScript,JavaScript,js,Runtime Error,0,0,1237,0/1
s608389081,p00232,u540218629,1450708202,JavaScript,JavaScript,js,Wrong Answer,3520,64512,1177,0/1
s340371020,p00232,u540218629,1450708515,JavaScript,JavaScript,js,Wrong Answer,4210,67224,1177,0/1
s289134351,p00232,u540218629,1450708675,JavaScript,JavaScript,js,Accepted,2630,64968,1177,1/1
s251526017,p00232,u363036235,1556732608,C#,C#,cs,Runtime Error,0,0,3677,0/1
s532225071,p00232,u363036235,1556732698,C#,C#,cs,Accepted,230,24312,3676,1/1
s768275345,p00232,u211636833,1411322375,C#,C#,cs,Accepted,130,28376,9552,1/1
s411189398,p00232,u663807940,1545399991,Java,JAVA,java,Accepted,110,60072,3674,1/1
s388725924,p00232,u137027976,1404386925,Java,JAVA,java,Wrong Answer,480,96916,1835,0/1
s951487286,p00232,u280402997,1404459396,Java,JAVA,java,Accepted,300,63932,2571,1/1
s449254695,p00232,u722267370,1410706820,Java,JAVA,java,Accepted,280,61436,1396,1/1
s716975691,p00232,u722267370,1410706900,Java,JAVA,java,Accepted,260,61460,1394,1/1
s801314381,p00232,u544931410,1410709692,Java,JAVA,java,Wrong Answer,270,62284,1441,0/1
s510772657,p00232,u544931410,1410709879,Java,JAVA,java,Wrong Answer,280,62228,1441,0/1
s955400425,p00232,u544931410,1410710983,Java,JAVA,java,Wrong Answer,280,62136,1460,0/1
s834619660,p00232,u544931410,1410711183,Java,JAVA,java,Accepted,280,62040,1449,1/1
s975038207,p00232,u576153335,1424294539,Java,JAVA,java,Wrong Answer,200,29928,2042,0/1
s614389800,p00232,u576153335,1424294729,Java,JAVA,java,Wrong Answer,200,29884,1983,0/1
s149389332,p00232,u576153335,1424294825,Java,JAVA,java,Wrong Answer,190,29812,1985,0/1
s202921858,p00232,u576153335,1424425723,Java,JAVA,java,Accepted,380,62908,1654,1/1
s254231691,p00232,u213849509,1425815676,Java,JAVA,java,Wrong Answer,560,106760,2174,0/1
s262925560,p00232,u213849509,1425815918,Java,JAVA,java,Wrong Answer,490,106288,2141,0/1
s554545609,p00232,u213849509,1425818832,Java,JAVA,java,Accepted,560,79776,2144,1/1
s447274895,p00232,u213849509,1425824989,Java,JAVA,java,Memory Limit Exceeded,20000,1557608,1711,0/1
s044732858,p00232,u213849509,1425826822,Java,JAVA,java,Accepted,380,70392,1882,1/1
s500222990,p00232,u213849509,1425885852,Java,JAVA,java,Runtime Error,0,0,1833,0/1
s197008710,p00232,u213849509,1425886908,Java,JAVA,java,Runtime Error,0,0,1950,0/1
s286586051,p00232,u213849509,1425887273,Java,JAVA,java,Runtime Error,0,0,1952,0/1
s033006005,p00232,u213849509,1425887502,Java,JAVA,java,Accepted,360,70436,1954,1/1
s508049842,p00232,u213849509,1425887582,Java,JAVA,java,Runtime Error,0,0,1929,0/1
s435491306,p00232,u544931410,1432032986,Java,JAVA,java,Accepted,280,62096,1449,1/1
s374595483,p00232,u722076734,1437423907,Java,JAVA,java,Time Limit Exceeded,20000,20880,1183,0/1
s247121177,p00232,u722076734,1437424791,Java,JAVA,java,Runtime Error,0,0,1841,0/1
s534727852,p00232,u722076734,1437424846,Java,JAVA,java,Runtime Error,0,0,1844,0/1
s719008411,p00232,u722076734,1437425061,Java,JAVA,java,Memory Limit Exceeded,8170,429468,1846,0/1
s675570771,p00232,u722076734,1437428361,Java,JAVA,java,Wrong Answer,200,30236,1695,0/1
s224055766,p00232,u722076734,1437428775,Java,JAVA,java,Wrong Answer,210,30792,1554,0/1
s757644260,p00232,u722076734,1437428898,Java,JAVA,java,Wrong Answer,220,32900,1556,0/1
s256798006,p00232,u722076734,1437429209,Java,JAVA,java,Wrong Answer,210,32736,1569,0/1
s222539183,p00232,u722076734,1437430494,Java,JAVA,java,Wrong Answer,210,33864,1600,0/1
s226096232,p00232,u722076734,1437430744,Java,JAVA,java,Accepted,340,65472,1423,1/1
s935527579,p00232,u760351030,1449594886,Java,JAVA,java,Accepted,360,88024,4225,1/1
s357065220,p00232,u074575391,1453980357,Java,JAVA,java,Wrong Answer,200,38904,3598,0/1
s597267343,p00232,u529013669,1294469524,Java,JAVA,java,Time Limit Exceeded,19990,12000,1490,
s952094462,p00232,u413996626,1311161032,Java,JAVA,java,Memory Limit Exceeded,0,652000,1323,
s983915005,p00232,u413996626,1311163925,Java,JAVA,java,Wrong Answer,430,17000,1074,
s525274131,p00232,u413996626,1311164829,Java,JAVA,java,Accepted,440,17000,1075,
s751748142,p00232,u660879425,1351267516,Java,JAVA,java,Runtime Error,0,12000,1557,0/1
s421830179,p00232,u660879425,1351267645,Java,JAVA,java,Runtime Error,0,12000,1614,0/1
s284021147,p00232,u660879425,1351267664,Java,JAVA,java,Accepted,490,17000,1615,1/1
s683360395,p00232,u539546618,1353058944,Java,JAVA,java,Time Limit Exceeded,19990,12000,2222,0/1
s894577328,p00232,u197786702,1368981820,Java,JAVA,java,Accepted,260,59928,1671,1/1
s472690436,p00232,u226079266,1370846622,Java,JAVA,java,Time Limit Exceeded,20000,20664,1180,0/1
s145602427,p00232,u226079266,1370848419,Java,JAVA,java,Runtime Error,0,0,1408,0/1
s125601049,p00232,u226079266,1370848696,Java,JAVA,java,Wrong Answer,690,61324,1486,0/1
s388431621,p00232,u307310888,1383212794,Java,JAVA,java,Compile Error,0,0,1492,0/1
s343480581,p00232,u307310888,1383212828,Java,JAVA,java,Memory Limit Exceeded,890,354016,1491,0/1
s939011240,p00232,u307310888,1383213028,Java,JAVA,java,Accepted,250,58056,1524,1/1
s243853082,p00232,u605441342,1398666407,Java,JAVA,java,Wrong Answer,580,92240,1873,0/1
s155789553,p00232,u605441342,1398666458,Java,JAVA,java,Wrong Answer,560,91324,1911,0/1
s308309727,p00232,u605441342,1398666484,Java,JAVA,java,Accepted,630,91128,1919,1/1
s467678639,p00232,u731027244,1440383200,C,C,c,Wrong Answer,0,672,1133,0/1
s537298857,p00232,u731027244,1440384105,C,C,c,Wrong Answer,0,672,1150,0/1
s542845157,p00232,u731027244,1440385042,C,C,c,Wrong Answer,0,684,1218,0/1
s819956199,p00232,u731027244,1440390513,C,C,c,Wrong Answer,0,688,1382,0/1
s265123908,p00232,u731027244,1445250072,C,C,c,Wrong Answer,140,2756,745,0/1
s500202955,p00232,u731027244,1445250178,C,C,c,Accepted,150,2756,748,1/1
s762668861,p00232,u731027244,1471930337,C,C,c,Runtime Error,0,3444,627,0/1
s115303183,p00232,u731027244,1471931225,C,C,c,Runtime Error,0,3680,627,0/1
s904759060,p00232,u731027244,1471931370,C,C,c,Wrong Answer,220,3688,640,0/1
s789603558,p00232,u731027244,1471931488,C,C,c,Wrong Answer,220,3652,643,0/1
s719062703,p00232,u731027244,1471931570,C,C,c,Accepted,200,3652,633,1/1
s632352414,p00232,u847467233,1504929965,C,C,c,Accepted,0,3744,1022,1/1
s619502110,p00232,u399107199,1294662783,C,C,c,Time Limit Exceeded,1570,4320,1400,
s379795264,p00232,u399107199,1294662854,C,C,c,Time Limit Exceeded,9990,4316,1401,
s077721225,p00232,u399107199,1294663207,C,C,c,Time Limit Exceeded,1030,4316,1460,
s880769791,p00232,u399107199,1294663343,C,C,c,Accepted,940,4316,1473,
s657303511,p00232,u399107199,1294663744,C,C,c,Accepted,990,4320,678,
s413769764,p00232,u399107199,1294664108,C,C,c,Runtime Error,80,4316,658,
s459673932,p00232,u399107199,1294666683,C,C,c,WA: Presentation Error,20,2364,1328,
s685881222,p00232,u399107199,1294666951,C,C,c,WA: Presentation Error,10,0,1370,
s129099866,p00232,u399107199,1294667491,C,C,c,WA: Presentation Error,0,0,1359,
s142747504,p00232,u399107199,1294668519,C,C,c,WA: Presentation Error,0,0,660,
s333536563,p00232,u399107199,1294668971,C,C,c,Accepted,0,0,447,
s877578720,p00232,u458173932,1311155192,C,C,c,Wrong Answer,40,2408,927,
s597858808,p00232,u458173932,1311155229,C,C,c,Wrong Answer,40,0,936,
s273398779,p00232,u458173932,1311155274,C,C,c,Wrong Answer,60,3400,930,
s737323412,p00232,u563389827,1381384810,C,C,c,Time Limit Exceeded,20000,592,691,0/1
s878945035,p00232,u563389827,1381384975,C,C,c,Time Limit Exceeded,20000,592,817,0/1
s570563786,p00232,u563389827,1381385095,C,C,c,Time Limit Exceeded,20000,592,820,0/1
s787852086,p00232,u563389827,1381671199,C,C,c,Runtime Error,10,2548,985,0/1
s006974355,p00232,u563389827,1381671227,C,C,c,Runtime Error,0,2544,951,0/1
s103453715,p00232,u563389827,1381671291,C,C,c,Runtime Error,0,2544,950,0/1
s388832037,p00232,u563389827,1381672068,C,C,c,Runtime Error,0,2540,949,0/1
s233544588,p00232,u563389827,1381672209,C,C,c,Runtime Error,0,2544,941,0/1
s225291958,p00232,u563389827,1381672465,C,C,c,Compile Error,0,0,944,0/1
s753485311,p00232,u563389827,1381672614,C,C,c,Runtime Error,0,2584,941,0/1
s894328438,p00232,u563389827,1381672843,C,C,c,Wrong Answer,20,2628,950,0/1
s155310102,p00232,u563389827,1381673313,C,C,c,Wrong Answer,20,2628,953,0/1
s798860201,p00232,u563389827,1381673421,C,C,c,Wrong Answer,20,2632,953,0/1
s283340191,p00232,u563389827,1381673714,C,C,c,Wrong Answer,20,2632,953,0/1
s463298334,p00232,u563389827,1381837336,C,C,c,Wrong Answer,30,2632,954,0/1
s179318239,p00232,u563389827,1381841131,C,C,c,Wrong Answer,20,2628,1016,0/1
s062426263,p00232,u563389827,1381841565,C,C,c,Runtime Error,0,2624,958,0/1
s653540803,p00232,u563389827,1381841600,C,C,c,Runtime Error,0,2620,956,0/1
s892607132,p00232,u563389827,1381841669,C,C,c,Runtime Error,0,2624,952,0/1
s364895384,p00232,u563389827,1381841729,C,C,c,Runtime Error,0,2624,950,0/1
s742159506,p00232,u563389827,1381842026,C,C,c,Wrong Answer,20,2632,964,0/1
s976140645,p00232,u563389827,1383219039,C,C,c,Wrong Answer,20,2632,964,0/1
s311725235,p00232,u363039534,1390989931,C,C,c,Wrong Answer,140,4516,720,0/1
s367574898,p00232,u363039534,1390990045,C,C,c,Wrong Answer,140,4520,827,0/1
s704991565,p00232,u363039534,1390990635,C,C,c,Accepted,150,4516,772,1/1
s795953870,p00232,u868447400,1532070022,C++,C++14,cpp,Accepted,10,5176,759,1/1
s671819025,p00232,u176230644,1405097853,C++,C++,cpp,Accepted,230,5292,1603,1/1
s376054212,p00232,u923320778,1405242321,C++,C++,cpp,Time Limit Exceeded,20000,2344,832,0/1
s696964322,p00232,u923320778,1405242381,C++,C++,cpp,Accepted,20,2356,845,1/1
s623732153,p00232,u923320778,1405242457,C++,C++,cpp,Wrong Answer,20,1400,843,0/1
s081503033,p00232,u723736789,1405400059,C++,C++11,cpp,Memory Limit Exceeded,5730,105004,2623,0/1
s827065749,p00232,u723736789,1405400241,C++,C++11,cpp,Time Limit Exceeded,2550,3200,2580,0/1
s101530531,p00232,u723736789,1405400348,C++,C++11,cpp,Time Limit Exceeded,2450,3200,2583,0/1
s153168573,p00232,u723736789,1405400580,C++,C++11,cpp,Runtime Error,140,3192,2583,0/1
s027263495,p00232,u723736789,1405400610,C++,C++11,cpp,Time Limit Exceeded,2740,3200,2597,0/1
