submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s997038627,p00077,u540218629,1424873755,JavaScript,JavaScript,js,Accepted,20,7640,237,1/1
s597283608,p00077,u363036235,1546500999,C#,C#,cs,Accepted,50,15680,1896,1/1
s162852229,p00077,u471278181,1442416291,C#,C#,cs,Accepted,30,12228,1051,1/1
s118434504,p00077,u701413552,1471221503,C#,C#,cs,Accepted,10,8716,876,1/1
s161823041,p00077,u584110575,1472263496,C#,C#,cs,Accepted,10,8704,758,1/1
s046846717,p00077,u602903519,1479204004,C#,C#,cs,Accepted,10,8720,891,1/1
s716713974,p00077,u100875060,1483619296,C#,C#,cs,Accepted,10,8876,857,1/1
s384530882,p00077,u571385309,1486453479,C#,C#,cs,Wrong Answer,10,8824,473,0/1
s366522069,p00077,u571385309,1486453563,C#,C#,cs,Runtime Error,0,0,523,0/1
s519382745,p00077,u571385309,1486453842,C#,C#,cs,Runtime Error,0,0,550,0/1
s696403284,p00077,u412356196,1486697197,C#,C#,cs,Wrong Answer,10,8760,930,0/1
s081763058,p00077,u412356196,1486697339,C#,C#,cs,Accepted,10,8852,958,1/1
s067726926,p00077,u571385309,1493129078,C#,C#,cs,Wrong Answer,10,8904,821,0/1
s217721885,p00077,u571385309,1493129137,C#,C#,cs,Accepted,10,8604,822,1/1
s031493279,p00077,u682603602,1501932992,C#,C#,cs,Accepted,10,8880,1011,1/1
s160372038,p00077,u610818717,1503972223,C#,C#,cs,Accepted,10,8912,875,1/1
s504406805,p00077,u808429775,1511836869,C#,C#,cs,Accepted,20,9548,668,1/1
s025102520,p00077,u269308343,1519025908,C#,C#,cs,Accepted,10,9428,1101,1/1
s262162669,p00077,u813384600,1361621954,C#,C#,cs,Accepted,10,5268,476,1/1
s274152502,p00077,u403446452,1367198465,C#,C#,cs,Accepted,10,5228,623,1/1
s967491723,p00077,u844907268,1372660884,C#,C#,cs,Accepted,20,5348,1194,1/1
s974415960,p00077,u489546914,1377226371,C#,C#,cs,Accepted,20,5304,837,1/1
s038196024,p00077,u160074256,1381154999,C#,C#,cs,Accepted,10,5560,2227,1/1
s240687773,p00077,u404054163,1563504038,C#,C#,cs,Accepted,120,19508,629,1/1
