submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s883674612,p01049,u540218629,1556778377,JavaScript,JavaScript,js,Memory Limit Exceeded,2810,1379512,451,2/32
s937681579,p01049,u540218629,1556778730,JavaScript,JavaScript,js,Memory Limit Exceeded,2540,1379784,452,2/32
s772837456,p01049,u540218629,1556790747,JavaScript,JavaScript,js,Wrong Answer,80,15420,1126,2/32
s785699430,p01049,u540218629,1556790806,JavaScript,JavaScript,js,Accepted,90,15180,1126,32/32
s648764428,p01049,u540218629,1556791288,JavaScript,JavaScript,js,Accepted,80,17232,507,32/32
s450428730,p01049,u682603602,1527899684,C#,C#,cs,Compile Error,0,0,1191,0/32
s548722495,p01049,u682603602,1527899739,C#,C#,cs,Accepted,20,9724,1165,32/32
s419272559,p01049,u514597327,1567060936,Scala,Scala,scala,Accepted,230,44204,540,32/32
s493120548,p01049,u018134297,1563107047,Scala,Scala,scala,Accepted,240,44500,6912,32/32
s052098601,p01049,u197786702,1442887877,Java,JAVA,java,Wrong Answer,50,24352,1807,2/32
s142843324,p01049,u197786702,1442888109,Java,JAVA,java,Wrong Answer,30,24244,1920,0/32
s760497419,p01049,u197786702,1442888126,Java,JAVA,java,Accepted,60,24468,1922,32/32
s421043549,p01049,u183169400,1533528016,Java,JAVA,java,Accepted,60,26396,1417,32/32
s972499508,p01049,u536543416,1442889952,C,C,c,Runtime Error,0,600,511,2/32
s118568613,p01049,u536543416,1442891189,C,C,c,Runtime Error,0,600,428,2/32
s116298191,p01049,u847467233,1508852077,C,C,c,Accepted,0,1844,928,32/32
s981871343,p01049,u049242937,1535252658,Haskell,Haskell,hs,Accepted,0,3860,494,32/32
s930217407,p01049,u822298456,1442887553,C++,C++11,cpp,Accepted,0,1196,1062,32/32
s985591127,p01049,u458173932,1442887562,C++,C++11,cpp,Accepted,0,1196,460,32/32
s395253308,p01049,u879952462,1442887579,C++,C++11,cpp,Accepted,0,1100,3853,32/32
s858425196,p01049,u766225878,1442887634,C++,C++,cpp,Accepted,0,1200,414,32/32
s874536786,p01049,u113716229,1442887858,C++,C++,cpp,Wrong Answer,0,1196,524,0/32
s116229476,p01049,u113716229,1442887912,C++,C++,cpp,Wrong Answer,0,1196,518,0/32
s342934642,p01049,u113716229,1442888014,C++,C++,cpp,Accepted,0,1200,578,32/32
s386652553,p01049,u540628440,1442888161,C++,C++,cpp,Accepted,0,1200,658,32/32
s924192492,p01049,u528767280,1442888219,C++,C++,cpp,Wrong Answer,0,9372,820,2/32
s890787291,p01049,u145305110,1442888289,C++,C++11,cpp,Accepted,0,1196,1714,32/32
s633643699,p01049,u539086872,1442888761,C++,C++11,cpp,Memory Limit Exceeded,2200,2344816,1190,2/32
s185909844,p01049,u297043950,1442888797,C++,C++,cpp,Memory Limit Exceeded,270,391540,575,2/32
s042637761,p01049,u539086872,1442888943,C++,C++11,cpp,Compile Error,0,0,1153,0/32
s298574162,p01049,u539086872,1442888974,C++,C++11,cpp,Accepted,0,1192,1152,32/32
s728720978,p01049,u851042644,1442889111,C++,C++,cpp,Memory Limit Exceeded,280,782212,664,2/32
s238371944,p01049,u528767280,1442889160,C++,C++,cpp,Wrong Answer,0,9372,1099,2/32
s363363968,p01049,u851042644,1442889176,C++,C++,cpp,Memory Limit Exceeded,240,391740,667,2/32
s651956808,p01049,u982302262,1442889183,C++,C++,cpp,Accepted,0,1204,676,32/32
s196067629,p01049,u947766767,1442889321,C++,C++,cpp,Memory Limit Exceeded,50,391784,352,2/32
s329593497,p01049,u270308012,1442889526,C++,C++11,cpp,Accepted,0,1200,969,32/32
s759021546,p01049,u851042644,1442889536,C++,C++,cpp,Accepted,0,1164,713,32/32
s260256807,p01049,u528767280,1442889614,C++,C++,cpp,Wrong Answer,0,9372,1099,3/32
s747900959,p01049,u565593086,1442889863,C++,C++,cpp,Wrong Answer,0,1160,1478,2/32
s963116460,p01049,u565593086,1442889978,C++,C++,cpp,Wrong Answer,0,1160,1479,2/32
s163191444,p01049,u837490321,1442889991,C++,C++,cpp,Accepted,0,1200,2755,32/32
s065848934,p01049,u411874111,1442890271,C++,C++11,cpp,Accepted,0,1208,1428,32/32
s234711822,p01049,u117889678,1442890398,C++,C++11,cpp,Accepted,0,1180,855,32/32
s171106168,p01049,u528767280,1442890419,C++,C++,cpp,Wrong Answer,0,9372,1099,2/32
s793536608,p01049,u565593086,1442890816,C++,C++,cpp,Accepted,0,1164,1538,32/32
s502379902,p01049,u528767280,1442891380,C++,C++,cpp,Accepted,0,9372,1085,32/32
s810339282,p01049,u849555829,1442891455,C++,C++11,cpp,Accepted,0,1148,775,32/32
s388212914,p01049,u825925708,1442891909,C++,C++11,cpp,Accepted,0,1212,748,32/32
s115598213,p01049,u198011997,1442892223,C++,C++,cpp,Runtime Error,0,1156,582,2/32
s164049119,p01049,u198011997,1442893563,C++,C++,cpp,Wrong Answer,0,1212,895,0/32
s416148491,p01049,u662227160,1442893665,C++,C++,cpp,Accepted,0,1200,1400,32/32
s404308073,p01049,u198011997,1442893716,C++,C++,cpp,Wrong Answer,0,1212,861,3/32
s600894878,p01049,u947766767,1442893731,C++,C++,cpp,Wrong Answer,0,1160,404,4/32
s532937577,p01049,u198011997,1442893780,C++,C++,cpp,Wrong Answer,0,1196,862,3/32
s145990071,p01049,u364532954,1442894054,C++,C++,cpp,Memory Limit Exceeded,140,391768,660,0/32
s232556017,p01049,u198011997,1442894062,C++,C++,cpp,Compile Error,140,0,753,0/32
s896654973,p01049,u198011997,1442894097,C++,C++,cpp,Compile Error,0,0,753,0/32
s003137330,p01049,u854099545,1442894106,C++,C++11,cpp,Wrong Answer,0,1132,1334,0/32
s115218330,p01049,u854099545,1442894152,C++,C++11,cpp,Wrong Answer,0,1192,1382,0/32
s225999921,p01049,u854099545,1442894190,C++,C++11,cpp,Memory Limit Exceeded,120,391732,1390,2/32
