submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s405730928,p03736,u602509796,1600926261,C++,C++ (GCC 9.2.1),cpp,Accepted,276,34528,3097,
s517211407,p03736,u051493691,1600841592,C++,C++ (GCC 9.2.1),cpp,Accepted,579,35688,12597,
s206001587,p03736,u051493691,1600841080,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,569,35656,12596,
s896118119,p03736,u981574173,1600814471,C++,C++ (Clang 10.0.0),cpp,Accepted,154,20400,2515,
s046443947,p03736,u840424904,1600497179,C++,C++ (GCC 9.2.1),cpp,Accepted,242,17748,2640,
s073028914,p03736,u678295385,1600465998,C++,C++ (GCC 9.2.1),cpp,Accepted,174,21056,2138,
s731086235,p03736,u845287944,1600460032,C++,C++ (Clang 10.0.0),cpp,Accepted,160,20368,2357,
s792948256,p03736,u845287944,1600459956,C++,C++ (Clang 10.0.0),cpp,Wrong Answer,158,20396,2356,
s705603739,p03736,u541055501,1600209053,Java,Java (OpenJDK 11.0.6),java,Accepted,1305,77328,23250,
s308505235,p03736,u541055501,1600208643,Java,Java (OpenJDK 11.0.6),java,Accepted,1343,76824,22118,
s924023949,p03736,u275786410,1600204936,C++,C++ (GCC 9.2.1),cpp,Accepted,924,28540,6723,
s582234510,p03736,u541055501,1599946848,Java,Java (OpenJDK 11.0.6),java,Time Limit Exceeded,2211,171736,17869,
s570768732,p03736,u011129112,1599930976,C++,C++ (GCC 9.2.1),cpp,Accepted,182,21280,2937,
s634220508,p03736,u011129112,1599930886,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,186,19804,2903,
s750419459,p03736,u757626242,1599894429,C++,C++ (GCC 9.2.1),cpp,Accepted,497,20332,3093,
s398979357,p03736,u457790148,1599465977,C++,C++ (Clang 10.0.0),cpp,Accepted,1389,22396,5794,
s310664689,p03736,u541055501,1599123893,Java,Java (OpenJDK 11.0.6),java,Accepted,1929,79780,16699,
s734890591,p03736,u828358607,1598906538,C++,C++ (GCC 9.2.1),cpp,Accepted,167,13444,1867,
s516716027,p03736,u828358607,1598906497,C++,C++ (GCC 9.2.1),cpp,Runtime Error,108,4948,1863,
s468079598,p03736,u242679311,1598678090,C++,C++ (GCC 9.2.1),cpp,Accepted,1194,45908,6081,
s099715584,p03736,u242679311,1598677444,C++,C++ (GCC 9.2.1),cpp,Accepted,1294,45900,6135,
s309011672,p03736,u242679311,1598677149,C++,C++ (GCC 9.2.1),cpp,Runtime Error,1455,45880,6135,
s113527743,p03736,u101018317,1598407253,C++,C++ (GCC 9.2.1),cpp,Accepted,350,29108,1635,
s636344367,p03736,u002023395,1598111782,C++,C++ (GCC 9.2.1),cpp,Accepted,658,24660,2886,
s187242823,p03736,u206350900,1598099481,C,C (GCC 9.2.1),c,Accepted,60,6412,1080,
s917193152,p03736,u945097761,1598031449,C++,C++ (GCC 9.2.1),cpp,Accepted,314,20804,2973,
s609195949,p03736,u945097761,1598031435,C++,C++ (GCC 9.2.1),cpp,Runtime Error,264,259192,2969,
s714731381,p03736,u945097761,1598031365,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,321,20812,2991,
s181789933,p03736,u945097761,1598031284,C++,C++ (GCC 9.2.1),cpp,Accepted,415,28980,3035,
s617830886,p03736,u945097761,1598031239,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,429,28992,3036,
s315067419,p03736,u945097761,1598031128,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,412,29032,3024,
s430131812,p03736,u450832845,1597973475,C++,C++ (GCC 9.2.1),cpp,Accepted,216,5208,4100,
s294184851,p03736,u450832845,1597973437,C++,C++ (GCC 9.2.1),cpp,Time Limit Exceeded,2205,5036,3032,
s353921854,p03736,u450832845,1597973413,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,259,11716,4099,
s636861517,p03736,u879436400,1597671238,C++,C++ (GCC 9.2.1),cpp,Accepted,197,15652,2367,
s522749438,p03736,u680707192,1597536873,C++,C++ (GCC 9.2.1),cpp,Accepted,123,13036,2744,
s652086498,p03736,u680707192,1597536737,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,123,13028,2744,
s181284512,p03736,u838742270,1597197937,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,51,37536,7046,
s620776911,p03736,u624888675,1596565881,C++,C++ (GCC 9.2.1),cpp,Accepted,221,12608,2229,
s082063400,p03736,u624888675,1596565534,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,215,12548,2230,
s773619615,p03736,u113103329,1596559595,C++,C++ (GCC 9.2.1),cpp,Accepted,165,12616,2279,
s928999732,p03736,u113103329,1596556825,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,160,12604,2198,
s541441451,p03736,u113103329,1596556800,C++,C++ (GCC 9.2.1),cpp,Runtime Error,109,3672,2198,
s463610573,p03736,u802434195,1596525678,C++,C++ (GCC 9.2.1),cpp,Accepted,312,19556,3185,
s208577572,p03736,u802434195,1596525441,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,313,19564,3191,
s696688409,p03736,u802434195,1596525140,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,323,19560,3189,
s445810201,p03736,u469104695,1596157486,C++,C++ (GCC 9.2.1),cpp,Accepted,237,16152,1542,
s415339409,p03736,u352600849,1596084742,Lisp,Common Lisp (SBCL 2.0.3),l,Accepted,917,112272,21680,
s931404760,p03736,u886633618,1596073096,Python,PyPy3 (7.3.0),py,Runtime Error,87,74664,725,
s208631620,p03736,u886633618,1596072978,Python,PyPy3 (7.3.0),py,Runtime Error,182,74568,725,
s714618626,p03736,u004411048,1595820116,C++,C++ (GCC 9.2.1),cpp,Accepted,206,13044,3863,
s175522109,p03736,u575784823,1595474587,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,633,53952,2691,
s471639871,p03736,u575784823,1595473700,C++,C++ (GCC 9.2.1),cpp,Time Limit Exceeded,2207,52984,2622,
s381396403,p03736,u575784823,1595472903,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,342,53172,2527,
s082113771,p03736,u575784823,1595472757,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,321,53144,2502,
s761093077,p03736,u575784823,1595472677,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,302,53184,2499,
s090113505,p03736,u575784823,1595472555,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,328,53152,2496,
s411779256,p03736,u575784823,1595471614,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,366,53172,2499,
s896207120,p03736,u575784823,1595471557,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,330,53144,2499,
s335623243,p03736,u575784823,1595471092,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,357,53164,2499,
s507246081,p03736,u575784823,1595470332,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,331,52388,2500,
s544525880,p03736,u874644572,1594576683,C++,C++ (GCC 9.2.1),cpp,Accepted,263,21592,12763,
s796971655,p03736,u895821183,1594256525,C++,C++ (GCC 9.2.1),cpp,Accepted,312,29732,1560,
s593657511,p03736,u895821183,1594256434,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,326,29764,1568,
s058082777,p03736,u895821183,1594244665,C++,C++ (GCC 9.2.1),cpp,Time Limit Exceeded,2220,225556,1167,
s053358961,p03736,u830511694,1594240897,C++,C++ (GCC 9.2.1),cpp,Accepted,176,18720,2019,
s794025298,p03736,u830511694,1594240809,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,170,18768,2006,
s329768772,p03736,u830511694,1594240787,C++,C++ (Clang 10.0.0),cpp,Compile Error,,,2006,
s162978911,p03736,u080374274,1594235254,C++,C++ (Clang 10.0.0),cpp,Accepted,166,22764,2786,
s802832449,p03736,u080374274,1594225189,C++,C++ (Clang 10.0.0),cpp,Wrong Answer,164,20564,2734,
s532540957,p03736,u080374274,1594225076,C++,C++ (Clang 10.0.0),cpp,Accepted,168,16272,2136,
s902331471,p03736,u080374274,1594224965,C++,C++ (Clang 10.0.0),cpp,Wrong Answer,167,20520,2732,
s247314756,p03736,u898167769,1594188288,C++,C++ (GCC 9.2.1),cpp,Accepted,323,21156,6907,
s557128079,p03736,u132710465,1593997081,C++,C++ (GCC 9.2.1),cpp,Accepted,568,20068,2380,
s113614558,p03736,u132710465,1593996916,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,574,20056,2380,
s749760930,p03736,u353919145,1593914924,C++,C++ (GCC 9.2.1),cpp,Accepted,222,21588,4216,
s894891443,p03736,u863370423,1593914889,C++,C++ (GCC 9.2.1),cpp,Runtime Error,120,17208,4214,
s117245403,p03736,u508571192,1593544228,C++,C++ (GCC 9.2.1),cpp,Accepted,131,12944,3498,
s193210936,p03736,u508571192,1593544046,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,143,12980,3502,
s447377853,p03736,u912294434,1593364255,C++,C++ (GCC 9.2.1),cpp,Accepted,138,11544,1398,
s105901922,p03736,u828766688,1593329228,Python,Python (3.8.2),py,Time Limit Exceeded,2206,33744,3991,
s716051647,p03736,u828766688,1593329197,C++,C++ (GCC 9.2.1),cpp,Accepted,184,15072,1965,
s892727359,p03736,u828766688,1593327130,Python,PyPy3 (7.3.0),py,Time Limit Exceeded,2209,172740,3991,
s589963262,p03736,u828766688,1593326872,Python,PyPy3 (7.3.0),py,Time Limit Exceeded,2210,172696,3978,
s773096350,p03736,u469397477,1593243968,C++,C++ (GCC 9.2.1),cpp,Accepted,539,30092,3023,
s658714201,p03736,u488401358,1592550345,Python,PyPy3 (7.3.0),py,Time Limit Exceeded,2211,226600,2894,
s129919435,p03736,u218843509,1592514881,Python,PyPy3 (7.3.0),py,Accepted,1097,144472,1080,
s347671708,p03736,u022510342,1592163825,C++,C++14 (GCC 5.4.1),cpp,Accepted,43,5760,902,
s498122135,p03736,u041733737,1592115453,C++,C++14 (GCC 5.4.1),cpp,Accepted,475,25216,3729,
s931040889,p03736,u763881112,1592002961,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,673,21376,5891,
s024860648,p03736,u763881112,1592002897,C++,C++14 (GCC 5.4.1),cpp,Accepted,706,21888,5766,
s197237969,p03736,u763881112,1592002803,C++,C++14 (GCC 5.4.1),cpp,Accepted,768,21888,5966,
s627501866,p03736,u941977569,1591858344,C++,C++14 (GCC 5.4.1),cpp,Accepted,145,16640,2105,
s343506544,p03736,u863370423,1591838342,C++,C++14 (GCC 5.4.1),cpp,Accepted,408,28416,2326,
s306551895,p03736,u816631826,1591837903,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,412,28416,2326,
s931698000,p03736,u018679195,1591837802,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,398,28416,2334,
s942491822,p03736,u104057163,1591754432,C++,C++14 (GCC 5.4.1),cpp,Accepted,133,8448,6461,
s599453626,p03736,u488401358,1591378034,C++,C++14 (GCC 5.4.1),cpp,Accepted,380,21988,3385,
s880623208,p03736,u220214337,1591373597,C++,C++14 (GCC 5.4.1),cpp,Accepted,173,14592,2332,
s632191414,p03736,u220214337,1591372984,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,156,8448,2298,
s688402878,p03736,u488401358,1591341749,Python,PyPy3 (2.4.0),py,Time Limit Exceeded,2115,128596,2893,
s656204187,p03736,u084411645,1591220303,C++,C++14 (GCC 5.4.1),cpp,Accepted,149,13568,1766,
s664614957,p03736,u084411645,1591220029,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,148,13568,1764,
s731383408,p03736,u987355664,1590937294,C++,C++14 (Clang 3.8.0),cpp,Accepted,161,12160,1662,
s630204393,p03736,u987355664,1590937239,C++,C++14 (Clang 3.8.0),cpp,Wrong Answer,157,12160,1656,
s087928797,p03736,u987355664,1590937182,C++,C++14 (Clang 3.8.0),cpp,Wrong Answer,180,12160,1638,
s037106605,p03736,u987355664,1590937076,C++,C++14 (Clang 3.8.0),cpp,Wrong Answer,155,8064,1608,
s893596784,p03736,u651317892,1590525427,C++,C++14 (GCC 5.4.1),cpp,Accepted,718,13568,3505,
s788476080,p03736,u651317892,1590524686,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,689,13568,3503,
s045951266,p03736,u651317892,1590523860,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,816,11648,3500,
s460406526,p03736,u651317892,1590523778,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,782,11520,3500,
s322373787,p03736,u133391510,1590045892,C++,C++14 (GCC 5.4.1),cpp,Accepted,967,34688,4266,
s528915312,p03736,u018679195,1590001512,C++,C++ (GCC 5.4.1),cpp,Accepted,171,19840,1561,
s366129387,p03736,u090138501,1589923569,C++,C++14 (GCC 5.4.1),cpp,Accepted,165,24832,3077,
s055971882,p03736,u090138501,1589923405,C++,C++14 (GCC 5.4.1),cpp,Wrong Answer,173,24832,3078,
s138519497,p03736,u897010730,1589861474,C++,C++14 (GCC 5.4.1),cpp,Accepted,362,38528,2826,
