submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s904969334,p00252,u842613099,1551584116,Rust,Rust,rs,Accepted,0,5024,458,6/6
s333146871,p00252,u514597327,1559890819,Rust,Rust,rs,Accepted,0,5024,1594,6/6
s589385402,p00252,u540218629,1427196179,JavaScript,JavaScript,js,Wrong Answer,20,7376,266,0/6
s889981468,p00252,u540218629,1427196278,JavaScript,JavaScript,js,Accepted,20,7384,271,6/6
s016189494,p00252,u256940798,1365875021,JavaScript,JavaScript,js,Accepted,20,7388,179,6/6
s454187040,p00252,u077582668,1430386807,C#,C#,cs,Accepted,20,5268,661,6/6
s803278607,p00252,u199058613,1436951117,C#,C#,cs,Accepted,20,5396,360,6/6
s361971138,p00252,u100875060,1482977032,C#,C#,cs,Accepted,10,8880,387,6/6
s905413309,p00252,u682603602,1502267429,C#,C#,cs,Accepted,10,8876,328,6/6
s401972226,p00252,u412356196,1502539070,C#,C#,cs,Accepted,10,8804,183,6/6
s541606864,p00252,u610818717,1505086501,C#,C#,cs,Accepted,10,8792,730,6/6
s602233691,p00252,u793318326,1529392482,C#,C#,cs,Compile Error,0,0,234,0/6
s814653884,p00252,u209275942,1529392735,C#,C#,cs,Accepted,10,9016,559,6/6
s995051804,p00252,u100875060,1529392795,C#,C#,cs,Accepted,20,9268,214,6/6
s733803183,p00252,u793318326,1529394081,C#,C#,cs,Wrong Answer,0,8792,443,0/6
s719647123,p00252,u793318326,1529394283,C#,C#,cs,Accepted,10,8960,443,6/6
s740826058,p00252,u403446452,1366615228,C#,C#,cs,Accepted,20,5264,244,6/6
s310727064,p00252,u093607836,1375765138,C#,C#,cs,Accepted,30,5260,260,6/6
s924070575,p00252,u368755238,1594022695,C#,C#,cs,Accepted,50,17836,1299,6/6
s660661277,p00252,u363036235,1555146905,C#,C#,cs,Accepted,50,15996,1242,6/6
s809656691,p00252,u915690485,1529392416,C#,C#,cs,Accepted,10,9324,407,6/6
s502777247,p00252,u508732591,1487868049,Scala,Scala,scala,Wrong Answer,240,43668,278,5/6
s433181475,p00252,u508732591,1487868093,Scala,Scala,scala,Accepted,240,43808,279,6/6
s555812663,p00252,u069727578,1551530553,Java,JAVA,java,Wrong Answer,30,24356,2239,3/6
s812370563,p00252,u069727578,1551530630,Java,JAVA,java,Accepted,40,24200,2258,6/6
s116218222,p00252,u724424933,1404994125,Java,JAVA,java,Accepted,50,17144,501,6/6
s223596849,p00252,u689852968,1406871058,Java,JAVA,java,Accepted,50,17168,550,6/6
s077315010,p00252,u741089308,1406875174,Java,JAVA,java,Wrong Answer,50,17116,514,0/6
s377878182,p00252,u741089308,1406875294,Java,JAVA,java,Wrong Answer,40,17144,504,0/6
s657282538,p00252,u805104998,1406875970,Java,JAVA,java,Accepted,50,17324,390,6/6
s802492597,p00252,u910780605,1410099671,Java,JAVA,java,Accepted,50,17116,298,6/6
s911141683,p00252,u722076734,1411604393,Java,JAVA,java,Accepted,50,17220,395,6/6
s596239487,p00252,u213849509,1426298454,Java,JAVA,java,Accepted,50,17308,367,6/6
s796603645,p00252,u436259757,1439883517,Java,JAVA,java,Accepted,50,17352,334,6/6
s902527777,p00252,u489809100,1440758693,Java,JAVA,java,Accepted,50,17160,484,6/6
s448798990,p00252,u470807459,1440761603,Java,JAVA,java,Accepted,50,17300,452,6/6
s754837510,p00252,u778333573,1440763046,Java,JAVA,java,Runtime Error,0,0,284,0/6
s985430361,p00252,u778333573,1440763072,Java,JAVA,java,Accepted,50,17188,258,6/6
s485442297,p00252,u778333573,1440764809,Java,JAVA,java,Compile Error,40,0,317,0/6
s916773307,p00252,u778333573,1440764831,Java,JAVA,java,Accepted,50,17304,316,6/6
s087221906,p00252,u470807459,1440767068,Java,JAVA,java,Accepted,50,17320,391,6/6
s113061069,p00252,u371406615,1440826838,Java,JAVA,java,Accepted,50,17156,446,6/6
s054723896,p00252,u371406615,1440827138,Java,JAVA,java,Accepted,50,17156,379,6/6
s190883414,p00252,u422935547,1441376619,Java,JAVA,java,Accepted,50,17288,427,6/6
s347911821,p00252,u390147264,1442030154,Java,JAVA,java,Accepted,50,17172,534,6/6
s223169638,p00252,u700120734,1446483225,Java,JAVA,java,Accepted,80,26240,467,6/6
s067775123,p00252,u673993690,1452154446,Java,JAVA,java,Accepted,100,26248,398,6/6
s455726021,p00252,u014050391,1465480769,Java,JAVA,java,Accepted,60,26148,367,6/6
s568736930,p00252,u018134297,1467098783,Java,JAVA,java,Accepted,60,26308,364,6/6
s440160055,p00252,u113796319,1471761361,Java,JAVA,java,Compile Error,30,0,302,0/6
s353188603,p00252,u113796319,1471761380,Java,JAVA,java,Accepted,70,26288,303,6/6
s234755058,p00252,u031194354,1474096501,Java,JAVA,java,Accepted,60,26072,379,6/6
s917626205,p00252,u529013669,1476889393,Java,JAVA,java,Accepted,60,26020,548,6/6
s772048075,p00252,u792386932,1500716207,Java,JAVA,java,Accepted,30,24372,494,6/6
s504673503,p00252,u195518036,1521017772,Java,JAVA,java,Accepted,70,26316,239,6/6
s142336233,p00252,u592118612,1527153301,Java,JAVA,java,Accepted,70,26260,271,6/6
s119935710,p00252,u197786702,1360391218,Java,JAVA,java,Accepted,50,17320,332,6/6
s099127756,p00252,u413996626,1360396271,Java,JAVA,java,Accepted,50,17164,391,6/6
s756011079,p00252,u760351030,1360514561,Java,JAVA,java,Accepted,50,17140,325,6/6
s808417289,p00252,u361661357,1363038041,Java,JAVA,java,Accepted,50,17160,330,6/6
s885740050,p00252,u660879425,1363103124,Java,JAVA,java,Accepted,50,17120,475,6/6
s794737684,p00252,u435518193,1363355727,Java,JAVA,java,Accepted,50,17156,406,6/6
s588493761,p00252,u392271245,1365695936,Java,JAVA,java,Accepted,50,17164,310,6/6
s599024463,p00252,u580216947,1365711198,Java,JAVA,java,Wrong Answer,50,17164,525,0/6
s919459099,p00252,u580216947,1365711361,Java,JAVA,java,Accepted,50,17316,543,6/6
s231592955,p00252,u907626292,1372068841,Java,JAVA,java,Accepted,50,17180,458,6/6
s438058348,p00252,u979304314,1379047623,Java,JAVA,java,Compile Error,50,0,472,0/6
s273829619,p00252,u979304314,1379047660,Java,JAVA,java,Wrong Answer,50,17156,471,3/6
s461090719,p00252,u979304314,1379047749,Java,JAVA,java,Accepted,50,17360,471,6/6
