submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s950658339,p02279,u676220309,1525708689,Rust,Rust,rs,Wrong Answer,0,5028,3906,0/8
s756010664,p02279,u676220309,1525708760,Rust,Rust,rs,Wrong Answer,0,5044,3907,4/8
s195231503,p02279,u676220309,1525709311,Rust,Rust,rs,Time Limit Exceeded,3990,14340,4017,6/8
s673638171,p02279,u676220309,1525709821,Rust,Rust,rs,Wrong Answer,0,5044,4156,1/8
s584894208,p02279,u676220309,1525710094,Rust,Rust,rs,Time Limit Exceeded,3990,14340,4442,6/8
s908817625,p02279,u676220309,1525789095,Rust,Rust,rs,Wrong Answer,0,5040,4718,0/8
s585614143,p02279,u676220309,1525789613,Rust,Rust,rs,Accepted,220,14344,4372,8/8
s322342729,p02279,u676220309,1525789661,Rust,Rust,rs,Accepted,230,14344,3979,8/8
s664098473,p02279,u930083589,1597492367,Rust,Rust,rs,Accepted,230,14468,2790,8/8
s311825348,p02279,u850829653,1597196379,Rust,Rust,rs,Accepted,290,16376,2063,8/8
s888317885,p02279,u953549914,1588133493,Rust,Rust,rs,Accepted,300,15856,2935,8/8
s444751099,p02279,u786020000,1585666796,Rust,Rust,rs,Accepted,210,14708,2656,8/8
s847787667,p02279,u872097347,1584288932,Rust,Rust,rs,Accepted,60,27400,2128,8/8
s429262469,p02279,u424781661,1583074073,Rust,Rust,rs,Accepted,70,15160,3158,8/8
s648428772,p02279,u902505517,1566581712,Rust,Rust,rs,Accepted,240,13112,1663,8/8
s625185164,p02279,u707214955,1530838181,JavaScript,JavaScript,js,Wrong Answer,900,160384,1249,7/8
s986545389,p02279,u707214955,1530838320,JavaScript,JavaScript,js,Accepted,820,157816,1249,8/8
s901185775,p02279,u707214955,1530838333,JavaScript,JavaScript,js,Accepted,820,157692,1249,8/8
s341450706,p02279,u707214955,1530844018,JavaScript,JavaScript,js,Accepted,860,157684,1249,8/8
