submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s494895747,p01153,u413996626,1336177415,Java,JAVA,java,Accepted,820,13000,856,1/1
s206956363,p01153,u847467233,1509712074,C,C,c,Wrong Answer,80,1728,636,0/1
s420514019,p01153,u847467233,1509712611,C,C,c,Accepted,80,1892,637,1/1
s215111834,p01153,u847467233,1509713649,C,C,c,Accepted,90,1820,649,1/1
s305476439,p01153,u766225878,1406874471,C++,C++11,cpp,Accepted,440,1360,585,1/1
s315837407,p01153,u535943957,1412398932,C++,C++11,cpp,Accepted,270,1240,1159,1/1
s956852859,p01153,u676399799,1418053468,C++,C++,cpp,Time Limit Exceeded,16600,1128,815,0/1
s932907555,p01153,u676399799,1418054089,C++,C++,cpp,Time Limit Exceeded,16620,1124,840,0/1
s366943662,p01153,u676399799,1418054346,C++,C++,cpp,Time Limit Exceeded,9300,1124,840,0/1
s560439961,p01153,u676399799,1418054467,C++,C++11,cpp,Time Limit Exceeded,9010,1108,840,0/1
s618899293,p01153,u676399799,1418054555,C++,C++11,cpp,Time Limit Exceeded,8080,1108,865,0/1
s832090815,p01153,u676399799,1418054601,C++,C++11,cpp,Time Limit Exceeded,8180,1104,872,0/1
s490302842,p01153,u676399799,1418054680,C++,C++11,cpp,Time Limit Exceeded,8190,1108,863,0/1
s223814249,p01153,u676399799,1418054835,C++,C++11,cpp,Accepted,6670,1156,951,1/1
s973718434,p01153,u881100444,1430751073,C++,C++,cpp,Wrong Answer,870,1212,730,0/1
s750188497,p01153,u881100444,1430847765,C++,C++,cpp,Accepted,710,1212,697,1/1
s392176551,p01153,u274875240,1450282014,C++,C++,cpp,Accepted,650,1256,1555,1/1
s819106768,p01153,u796627333,1466942666,C++,C++11,cpp,Accepted,460,3100,684,1/1
s608736506,p01153,u852311840,1469014040,C++,C++,cpp,Wrong Answer,6740,1204,814,0/1
s969254379,p01153,u852311840,1469014117,C++,C++,cpp,Time Limit Exceeded,20000,1192,815,0/1
s797844030,p01153,u852311840,1469014140,C++,C++11,cpp,Wrong Answer,7060,3140,814,0/1
s679761345,p01153,u852311840,1469014520,C++,C++14,cpp,Time Limit Exceeded,15080,3120,915,0/1
s355064749,p01153,u852311840,1469014544,C++,C++11,cpp,Time Limit Exceeded,14900,3092,915,0/1
s504673194,p01153,u852311840,1469014730,C++,C++,cpp,Accepted,2790,1248,930,1/1
s354037738,p01153,u823513038,1482642655,C++,C++11,cpp,Accepted,2050,3076,697,1/1
s103070113,p01153,u083653012,1498283303,C++,C++,cpp,Time Limit Exceeded,20000,2912,540,0/1
s787559183,p01153,u083653012,1498283422,C++,C++,cpp,Accepted,230,3120,468,1/1
s390866134,p01153,u841011175,1498283517,C++,C++11,cpp,Accepted,580,3100,659,1/1
s090575369,p01153,u924665348,1498312951,C++,C++,cpp,Accepted,520,3208,659,1/1
s113586792,p01153,u697145890,1506910098,C++,C++,cpp,Wrong Answer,160,3176,984,0/1
s797441833,p01153,u697145890,1506910596,C++,C++,cpp,Accepted,160,3172,984,1/1
s907494380,p01153,u186082958,1513186691,C++,C++14,cpp,Time Limit Exceeded,20000,6840,1146,0/1
s653985390,p01153,u609255173,1289412290,C++,C++,cpp,Time Limit Exceeded,9990,876,1733,
s179678975,p01153,u609255173,1289412591,C++,C++,cpp,Accepted,860,876,1656,
s522904823,p01153,u361407785,1325975382,C++,C++,cpp,Accepted,370,0,685,
s697028073,p01153,u505648358,1329116958,C++,C++,cpp,Accepted,300,904,1236,
s305837074,p01153,u266871004,1330227303,C++,C++,cpp,Compile Error,170,0,753,
s864365408,p01153,u266871004,1330227325,C++,C++,cpp,Time Limit Exceeded,9990,904,669,
s440070919,p01153,u266871004,1330227359,C++,C++,cpp,Accepted,800,908,641,
s839476121,p01153,u660774699,1330282119,C++,C++,cpp,Accepted,300,0,1706,
s238011844,p01153,u157859087,1336643217,C++,C++,cpp,Accepted,710,920,580,1/1
s167562202,p01153,u530523861,1336705231,C++,C++,cpp,Accepted,220,904,1165,1/1
s436296596,p01153,u270308012,1345123348,C++,C++,cpp,Wrong Answer,920,1264,1235,0/1
s797237800,p01153,u270308012,1345124733,C++,C++,cpp,Wrong Answer,910,1268,1178,0/1
s910503725,p01153,u270308012,1345127421,C++,C++,cpp,Accepted,640,1268,1183,1/1
s062595575,p01153,u642549559,1352790741,C++,C++,cpp,Accepted,460,1332,726,1/1
s120601878,p01153,u551847319,1360212019,C++,C++,cpp,Accepted,140,1408,1349,1/1
s061434126,p01153,u841011175,1365506836,C++,C++,cpp,Accepted,210,1200,821,1/1
s881983183,p01153,u916861018,1365512184,C++,C++,cpp,Wrong Answer,670,1204,880,0/1
s599606443,p01153,u959291807,1365512516,C++,C++,cpp,Runtime Error,0,1248,981,0/1
s426997407,p01153,u967850487,1365513469,C++,C++,cpp,Accepted,210,1200,880,1/1
s591396657,p01153,u622083648,1365525765,C++,C++,cpp,Wrong Answer,0,1216,416,0/1
s681668483,p01153,u622083648,1365530634,C++,C++,cpp,Accepted,340,1196,554,1/1
s304083961,p01153,u622083648,1365530803,C++,C++,cpp,Accepted,330,1196,561,1/1
s153823151,p01153,u622083648,1365530860,C++,C++,cpp,Accepted,340,1196,549,1/1
s324066285,p01153,u047988051,1365584432,C++,C++,cpp,Wrong Answer,380,1260,1102,0/1
s810836072,p01153,u047988051,1365584533,C++,C++,cpp,Wrong Answer,330,1256,1100,0/1
s211891333,p01153,u047988051,1365584826,C++,C++,cpp,Wrong Answer,400,1256,1124,0/1
s516115183,p01153,u047988051,1365584869,C++,C++,cpp,Wrong Answer,400,1260,1122,0/1
s122648304,p01153,u116766943,1365599265,C++,C++,cpp,Accepted,170,1232,925,1/1
s320231448,p01153,u116766943,1365599443,C++,C++,cpp,Accepted,170,1276,952,1/1
s647926381,p01153,u047988051,1365666287,C++,C++,cpp,Wrong Answer,410,1256,1013,0/1
s817959663,p01153,u047988051,1365666394,C++,C++,cpp,Wrong Answer,400,1260,1011,0/1
s292537315,p01153,u047988051,1365666603,C++,C++,cpp,Wrong Answer,420,1256,1054,0/1
s801269215,p01153,u047988051,1365666885,C++,C++,cpp,Wrong Answer,410,1256,1076,0/1
s209305778,p01153,u047988051,1365667656,C++,C++,cpp,Wrong Answer,790,1260,1052,0/1
s879007216,p01153,u047988051,1365667930,C++,C++,cpp,Wrong Answer,760,1616,1054,0/1
s517387486,p01153,u047988051,1365668281,C++,C++,cpp,Wrong Answer,790,1260,1098,0/1
s406724458,p01153,u047988051,1365668581,C++,C++,cpp,Wrong Answer,790,1260,1063,0/1
s437802240,p01153,u047988051,1365668639,C++,C++,cpp,Wrong Answer,410,1256,1065,0/1
s181554379,p01153,u047988051,1365668744,C++,C++,cpp,Wrong Answer,430,1256,1066,0/1
s387730591,p01153,u047988051,1365669059,C++,C++,cpp,Wrong Answer,410,1256,1042,0/1
s805417876,p01153,u047988051,1365669095,C++,C++,cpp,Wrong Answer,410,1256,1065,0/1
s258810430,p01153,u047988051,1365669253,C++,C++,cpp,Wrong Answer,410,1256,1041,0/1
s475236769,p01153,u047988051,1365669715,C++,C++,cpp,Wrong Answer,400,1256,1041,0/1
s525465425,p01153,u047988051,1365670314,C++,C++,cpp,Wrong Answer,930,1252,1024,0/1
s140776965,p01153,u047988051,1365670374,C++,C++,cpp,Accepted,930,1252,1043,1/1
s710059432,p01153,u047988051,1365743069,C++,C++,cpp,Accepted,930,1252,963,1/1
s535014522,p01153,u047988051,1365743116,C++,C++,cpp,Accepted,920,1256,963,1/1
s250111750,p01153,u535943957,1385040015,C++,C++,cpp,Runtime Error,0,1272,1527,0/1
s932098377,p01153,u535943957,1385040035,C++,C++,cpp,Time Limit Exceeded,12100,1300,1527,0/1
s977795478,p01153,u535943957,1385040341,C++,C++,cpp,Wrong Answer,3960,1304,1428,0/1
s085088386,p01153,u186082958,1543867475,C++,C++14,cpp,Accepted,7480,3196,965,1/1
s400587948,p01153,u288689445,1415932328,C++,C++,cpp,Accepted,190,1204,636,1/1
