submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s719241396,p03762,u163783894,1601495915,Python,Python (3.8.2),py,Accepted,170,24964,860,
s126328349,p03762,u163783894,1601495893,Python,Python (3.8.2),py,Runtime Error,165,25296,860,
s673037256,p03762,u190018920,1601489317,C++,C++ (GCC 9.2.1),cpp,Accepted,31,3628,3068,
s653373828,p03762,u976940619,1601407864,C++,C++ (GCC 9.2.1),cpp,Runtime Error,2189,3516736,3322,
s755515580,p03762,u138886316,1601357967,C++,C++ (GCC 9.2.1),cpp,Accepted,79,5552,1536,
s873462906,p03762,u563170985,1601291934,C++,C++ (GCC 9.2.1),cpp,Accepted,74,6384,2299,
s661849560,p03762,u527652459,1600997766,C++,C++ (GCC 9.2.1),cpp,Accepted,34,4784,3984,
s478977417,p03762,u350093546,1600924227,Python,PyPy3 (7.3.0),py,Accepted,117,102276,429,
s951648595,p03762,u793715260,1600803175,C++,C++ (GCC 9.2.1),cpp,Accepted,35,4416,1004,
s831372694,p03762,u793715260,1600803118,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,34,4444,1004,
s575135638,p03762,u793715260,1600803027,C++,C++ (GCC 9.2.1),cpp,Wrong Answer,36,4384,968,
s040344311,p03762,u478275206,1600732589,C++,C++ (GCC 9.2.1),cpp,Accepted,34,4004,923,
s602733719,p03762,u539145601,1600557773,C++,C++ (GCC 9.2.1),cpp,Accepted,126,4744,1450,
s770038025,p03762,u493520238,1600542158,Python,PyPy3 (7.3.0),py,Accepted,136,102988,473,
s558384333,p03762,u493520238,1600541870,Python,PyPy3 (7.3.0),py,Wrong Answer,130,103000,461,
s680558497,p03762,u703950586,1600483459,Python,PyPy3 (7.3.0),py,Accepted,135,100068,709,
s856176639,p03762,u285891772,1600474869,Python,Python (3.8.2),py,Accepted,191,25216,1379,
s983385443,p03762,u711539583,1600396285,Python,Python (3.8.2),py,Accepted,182,24480,380,
s933507868,p03762,u531461815,1600393329,C++,C++ (GCC 9.2.1),cpp,Accepted,74,4788,1337,
s889464954,p03762,u531461815,1600393291,C++,C++ (GCC 9.2.1),cpp,Runtime Error,111,4824,1337,
s931814795,p03762,u845287944,1600373783,C++,C++ (GCC 9.2.1),cpp,Accepted,25,4460,897,
s680011436,p03762,u620639655,1600324477,D,D (DMD 2.091.0),d,Accepted,57,11992,621,
s317306302,p03762,u054475353,1600309787,C++,C++ (GCC 9.2.1),cpp,Accepted,74,3560,3752,
s352003996,p03762,u746385710,1600279670,C,C (GCC 9.2.1),c,Accepted,37,3280,621,
s721967102,p03762,u570601094,1600241988,C++,C++ (GCC 9.2.1),cpp,Accepted,76,6360,1099,
s290827179,p03762,u729186675,1600115942,Java,Java (OpenJDK 11.0.6),java,Accepted,630,59208,757,
s338374924,p03762,u562935282,1600043144,Python,Python (3.8.2),py,Accepted,119,24304,429,
s509985503,p03762,u327668449,1599957904,Rust,Rust (1.42.0),rs,Accepted,28,5528,586,
s556065080,p03762,u670898337,1599950206,C++,C++ (GCC 9.2.1),cpp,Accepted,74,4748,1287,
s117827931,p03762,u106964380,1599947810,Crystal,Crystal (0.33.0),cr,Accepted,55,21132,3737,
