submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s197213053,p00183,u540218629,1429449089,JavaScript,JavaScript,js,Wrong Answer,20,7644,640,0/1
s981533407,p00183,u540218629,1429449137,JavaScript,JavaScript,js,Accepted,20,7644,642,1/1
s157083742,p00183,u630911389,1597206929,JavaScript,JavaScript,js,Accepted,80,15148,1044,1/1
s028808844,p00183,u512723869,1545742220,C#,C#,cs,Wrong Answer,50,13748,761,0/1
s529018724,p00183,u512723869,1545742306,C#,C#,cs,Accepted,30,13748,795,1/1
s192701584,p00183,u512723869,1545742490,C#,C#,cs,Accepted,50,15860,764,1/1
s861939847,p00183,u363036235,1551254165,C#,C#,cs,Accepted,40,18212,2041,1/1
s457475697,p00183,u077582668,1430325814,C#,C#,cs,Runtime Error,0,0,2068,0/1
s168058469,p00183,u077582668,1430325862,C#,C#,cs,Accepted,20,5260,2024,1/1
s674040272,p00183,u571385309,1488361505,C#,C#,cs,Compile Error,0,0,1293,0/1
s644027797,p00183,u571385309,1488361544,C#,C#,cs,Runtime Error,0,0,1263,0/1
s419003508,p00183,u610818717,1504760691,C#,C#,cs,Wrong Answer,10,8708,1551,0/1
s477541454,p00183,u610818717,1504760937,C#,C#,cs,Accepted,0,8620,1869,1/1
s814428551,p00183,u100875060,1505201198,C#,C#,cs,Accepted,10,8716,1213,1/1
s981552215,p00183,u682603602,1511086910,C#,C#,cs,Accepted,0,8768,1223,1/1
s689749136,p00183,u307310888,1414051324,Java,JAVA,java,Accepted,40,17176,1008,1/1
s100100924,p00183,u213849509,1424793582,Java,JAVA,java,Accepted,50,17316,1015,1/1
s191458602,p00183,u722076734,1427514599,Java,JAVA,java,Accepted,40,17176,4177,1/1
s771630529,p00183,u440985525,1428310285,Java,JAVA,java,Accepted,50,17176,1190,1/1
s781236438,p00183,u018134297,1469004514,Java,JAVA,java,Accepted,60,25916,1934,1/1
s087269720,p00183,u863376467,1291601435,Java,JAVA,java,Wrong Answer,80,12000,1180,
s929377458,p00183,u863376467,1291601545,Java,JAVA,java,Accepted,90,12000,1284,
s700407840,p00183,u229177350,1297934801,Java,JAVA,java,Wrong Answer,80,11000,296,
s904072525,p00183,u229177350,1297941006,Java,JAVA,java,Accepted,150,12000,355,
s888701422,p00183,u229177350,1297941530,Java,JAVA,java,Accepted,130,12000,310,
s721487287,p00183,u660498157,1298552476,Java,JAVA,java,Accepted,80,12000,1383,
s829925945,p00183,u413996626,1310055211,Java,JAVA,java,Accepted,80,12000,754,
s825037860,p00183,u197786702,1335081482,Java,JAVA,java,Accepted,90,12000,1684,1/1
s154570534,p00183,u918572590,1338051974,Java,JAVA,java,Accepted,90,11000,17285,1/1
s705000816,p00183,u660879425,1338263690,Java,JAVA,java,Wrong Answer,90,12000,1502,0/1
s880958309,p00183,u660879425,1338263848,Java,JAVA,java,Wrong Answer,90,12000,1509,0/1
s712022642,p00183,u660879425,1338264160,Java,JAVA,java,Accepted,90,12000,1509,1/1
s512299772,p00183,u907626292,1341455376,Java,JAVA,java,Accepted,90,12000,1704,1/1
s547445885,p00183,u760351030,1345824680,Java,JAVA,java,Accepted,90,12000,1014,1/1
s345065061,p00183,u605441342,1345906080,Java,JAVA,java,Wrong Answer,90,11000,1105,0/1
s123874126,p00183,u605441342,1345906188,Java,JAVA,java,Accepted,90,12000,1267,1/1
s653565482,p00183,u026004148,1356800741,Java,JAVA,java,Accepted,80,12000,1548,1/1
s802178480,p00183,u435518193,1362821034,Java,JAVA,java,Accepted,40,17184,1189,1/1
s797877382,p00183,u392271245,1371053376,Java,JAVA,java,Accepted,40,17284,1201,1/1
s984734629,p00183,u533679381,1400489282,Java,JAVA,java,Wrong Answer,50,17296,1024,0/1
s893943048,p00183,u533679381,1400490163,Java,JAVA,java,Accepted,40,17452,1136,1/1
s877764388,p00183,u507781558,1555480341,Java,JAVA,java,Accepted,30,24552,4589,1/1
s573110588,p00183,u376883550,1407984106,C,C,c,Wrong Answer,0,548,723,0/1
s247800100,p00183,u376883550,1407984247,C,C,c,Accepted,0,548,737,1/1
s120911169,p00183,u979000952,1408714244,C,C,c,Accepted,0,524,922,1/1
s926730609,p00183,u334031393,1410721009,C,C,c,Wrong Answer,0,548,717,0/1
s347497430,p00183,u334031393,1410721050,C,C,c,Wrong Answer,0,548,717,0/1
s851796638,p00183,u334031393,1410721130,C,C,c,Accepted,0,548,739,1/1
s265378406,p00183,u731027244,1412152306,C,C,c,Wrong Answer,0,544,447,0/1
s772890187,p00183,u731027244,1412152381,C,C,c,Accepted,0,548,449,1/1
s897730468,p00183,u231562319,1413042146,C,C,c,Accepted,0,524,922,1/1
s193091935,p00183,u952951927,1432477752,C,C,c,Wrong Answer,0,524,1394,0/1
s279889709,p00183,u952951927,1432478612,C,C,c,Accepted,0,524,1471,1/1
s847195854,p00183,u693225785,1436178480,C,C,c,Accepted,0,524,797,1/1
s454214670,p00183,u693225785,1436178487,C,C,c,Accepted,0,524,797,1/1
s005580259,p00183,u731027244,1436178607,C,C,c,Accepted,0,552,397,1/1
s096213558,p00183,u221679506,1448333518,C,C,c,Compile Error,0,0,1828,0/1
s868256135,p00183,u221679506,1448334609,C,C,c,Accepted,0,552,1819,1/1
s704019247,p00183,u854735442,1448513513,C,C,c,Wrong Answer,0,524,1653,0/1
s588173705,p00183,u854735442,1449504674,C,C,c,Time Limit Exceeded,20000,524,1685,0/1
s641450269,p00183,u854735442,1449505938,C,C,c,Wrong Answer,0,524,3634,0/1
s539974961,p00183,u854735442,1450382196,C,C,c,Wrong Answer,0,520,3210,0/1
s736342644,p00183,u854735442,1450382351,C,C,c,Wrong Answer,0,524,1578,0/1
