submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s254019914,p02460,u540218629,1534157598,JavaScript,JavaScript,js,Accepted,430,88524,350,24/24
s928918756,p02460,u746333947,1551286900,C#,C#,cs,Compile Error,0,0,3958,0/24
s104465463,p02460,u746333947,1551286912,C#,C#,cs,Accepted,310,42156,3955,24/24
s747884695,p02460,u746333947,1551291461,C#,C#,cs,Accepted,230,42172,4046,24/24
s266884242,p02460,u746333947,1551291483,C#,C#,cs,Time Limit Exceeded,4130,34728,4053,13/24
s957229745,p02460,u746333947,1551291511,C#,C#,cs,Compile Error,0,0,4024,0/24
s041078001,p02460,u682603602,1529538844,C#,C#,cs,Accepted,410,35512,666,24/24
s164574512,p02460,u363036235,1544712628,C#,C#,cs,Accepted,590,43264,2545,24/24
s109181252,p02460,u926004147,1577410432,PHP,PHP,php,Accepted,780,47788,609,24/24
s672712177,p02460,u199092075,1545284029,Java,JAVA,java,Accepted,1330,193624,685,24/24
s442143835,p02460,u363084656,1545284571,Java,JAVA,java,Accepted,1390,192708,692,24/24
s844800865,p02460,u162489733,1545285296,Java,JAVA,java,Accepted,1230,193504,560,24/24
s624720021,p02460,u592118612,1528379133,Java,JAVA,java,Accepted,990,128932,698,24/24
s689933255,p02460,u788025930,1590563866,Java,JAVA,java,Accepted,1000,194284,699,24/24
s998719519,p02460,u077404920,1586932028,Java,JAVA,java,Accepted,1390,194640,535,24/24
s062164728,p02460,u657620028,1586831177,Java,JAVA,java,Accepted,1620,193772,838,24/24
s442203266,p02460,u175691135,1582799483,Java,JAVA,java,Accepted,900,91652,774,24/24
s349494536,p02460,u037562387,1576132085,Java,JAVA,java,Accepted,1420,194856,700,24/24
s173883644,p02460,u336342111,1576131018,Java,JAVA,java,Accepted,1410,192580,640,24/24
s868490894,p02460,u765303114,1576130583,Java,JAVA,java,Accepted,1500,193920,699,24/24
s689736693,p02460,u898947206,1576126868,Java,JAVA,java,Accepted,1440,195040,649,24/24
s731619693,p02460,u638296675,1555409727,Java,JAVA,java,Accepted,1290,195388,596,24/24
s478275542,p02460,u132756922,1555397448,Java,JAVA,java,Accepted,1180,193288,607,24/24
s337577013,p02460,u368094905,1555382918,Java,JAVA,java,Accepted,1260,195580,624,24/24
s758516979,p02460,u950221358,1555044647,Java,JAVA,java,Accepted,1290,195252,632,24/24
s600050798,p02460,u507781558,1553437707,Java,JAVA,java,Accepted,420,83144,4013,24/24
s749359934,p02460,u735189958,1545280856,Java,JAVA,java,Accepted,1230,194648,728,24/24
s470974480,p02460,u587604050,1534397751,Java,JAVA,java,Accepted,1230,192716,960,24/24
s265389601,p02460,u723915999,1529482441,C,C,c,Accepted,140,14172,2508,24/24
s511582395,p02460,u203905696,1580535747,C,C,c,Accepted,260,11096,1739,24/24
s371247227,p02460,u409832240,1563640394,C,C,c,Accepted,140,17356,1308,24/24
s460902351,p02460,u800534567,1557819098,C,C,c,Accepted,30,11780,2431,24/24
s495598538,p02460,u505651850,1531212158,C++,C++14,cpp,Accepted,330,27672,802,24/24
s851626146,p02460,u489432693,1531313564,C++,C++,cpp,Accepted,330,27848,427,24/24
s919516854,p02460,u652366248,1534699643,C++,C++14,cpp,Accepted,320,27808,304,24/24
s029361443,p02460,u004129073,1545368257,C++,C++,cpp,Accepted,330,27888,553,24/24
s473683194,p02460,u346403603,1545817228,C++,C++14,cpp,Accepted,370,27720,2286,24/24
s882846271,p02460,u011621222,1551511544,C++,C++,cpp,Accepted,320,27720,661,24/24
s591188660,p02460,u500783998,1555731796,C++,C++11,cpp,Accepted,210,25972,574,24/24
s913927353,p02460,u379541637,1556251620,C++,C++14,cpp,Accepted,330,27684,1054,24/24
s812762757,p02460,u470434409,1556276676,C++,C++14,cpp,Accepted,200,25984,1307,24/24
s988037861,p02460,u598265367,1556276929,C++,C++14,cpp,Accepted,320,27676,757,24/24
s730051532,p02460,u697393816,1556279178,C++,C++14,cpp,Accepted,190,25940,585,24/24
s316480490,p02460,u989106314,1556279520,C++,C++14,cpp,Accepted,330,27836,1175,24/24
s380948899,p02460,u199728185,1556280111,C++,C++14,cpp,Wrong Answer,0,3016,359,0/24
s822261138,p02460,u199728185,1556280319,C++,C++14,cpp,Accepted,310,27856,377,24/24
s087108010,p02460,u897838554,1556281594,C++,C++,cpp,Accepted,330,27828,429,24/24
s417105562,p02460,u897838554,1556282468,C++,C++,cpp,Accepted,330,27856,428,24/24
s424825943,p02460,u710298092,1556513394,C++,C++14,cpp,Accepted,350,27768,377,24/24
s553208528,p02460,u776402923,1527145804,C++,C++14,cpp,Accepted,200,25788,1864,24/24
s473515388,p02460,u868447400,1527489461,C++,C++14,cpp,Wrong Answer,0,3176,278,0/24
s251791249,p02460,u868447400,1527489517,C++,C++14,cpp,Accepted,360,27724,303,24/24
s218701236,p02460,u076398897,1527608269,C++,C++14,cpp,Accepted,350,27840,308,24/24
s365305143,p02460,u924665348,1528703631,C++,C++11,cpp,Accepted,400,27796,326,24/24
s579068407,p02460,u449960815,1528705641,C++,C++14,cpp,Accepted,340,27872,2196,24/24
s941273026,p02460,u070640908,1528857717,C++,C++14,cpp,Accepted,420,27772,529,24/24
s295653724,p02460,u048151615,1529391921,C++,C++11,cpp,Accepted,390,27672,439,24/24
s567362943,p02460,u884291095,1530605272,C++,C++14,cpp,Accepted,370,27752,1024,24/24
s389166954,p02460,u353925486,1597119335,C++,C++14,cpp,Accepted,330,27676,816,24/24
s470820565,p02460,u671176762,1596117569,C++,C++14,cpp,Accepted,360,27824,1032,24/24
s219590472,p02460,u359961648,1596105336,C++,C++14,cpp,Accepted,320,27744,335,24/24
s764334336,p02460,u935752233,1596032904,C++,C++14,cpp,Accepted,320,27840,646,24/24
s657720898,p02460,u564833770,1595757504,C++,C++14,cpp,Accepted,200,25872,2237,24/24
s454371226,p02460,u962724492,1594143896,C++,C++,cpp,Accepted,340,27844,538,24/24
